what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1337365988677
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1337365988815
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1337365988951
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1337365989090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1337365989220
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1337365989359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1337365989519
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1337365989657
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1337365989798
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1337365990136
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337366037303
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337366039224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366041022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366050675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366051956
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366062524
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337366064207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366068565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366099081
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337366134482
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337366135716
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366136859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366146479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366148287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366172383
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337366174542
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337366175558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366185308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366290791
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337366292684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337366389965
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337366392137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366394482
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366395286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366395623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366406225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366409813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366506396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366511914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366521928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366523081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366577727
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366579377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366582412
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337366587715
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366592992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366593091
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337366706248
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337366718285
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366720128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366762786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366763399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337366798603
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337366807571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337367000227
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337367005059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367006971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367021492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367022943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367195072
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337367200086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367232303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367238489
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367248854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367250173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367250786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367255411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367261306
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367262994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367271365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367272904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367280456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367282833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367311829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367318214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367337403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367339654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367367637
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367369495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367436480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367439696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367485692
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367486319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367486834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337367488859
