what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337007631033
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337007631052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337007632692
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1337007633041
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1337007633172
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1337007633247
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.BreakpointView",1337007634093
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1337007656600
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1337007656691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337007661501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337007665680
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337007667882
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1337007671056
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1337007671153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337007672965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337007681755
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1337007681766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337007683996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337007685224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337007686364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337007696566
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337007696608
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1337007740239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337007760050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337007768444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337007802074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008029536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008063091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008063194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008091260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008101691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008105858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008382117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008435293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008478240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008550559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008550677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008597125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008597253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008628373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008641496
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1337008662475
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1337008662600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008695128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008702465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008826473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008835991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008842304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008847120
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008852929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008857142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008869033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337008877169
