what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337344422737
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337344453541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337344455841
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337344631568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337344638246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337344796420
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337344970418
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337344974214
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1337345429221
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1337346118676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337346139589
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337346140121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346141887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346176751
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337346183169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346210732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346213125
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337346217046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346218364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346246446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346247395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346272012
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337346276264
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337346405179
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337346406936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346408321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346423992
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346424985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346447502
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337346449503
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337346482073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337346520391
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337346522372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346523586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346534317
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346535064
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346552622
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337346555327
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337346571998
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337346577439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346578888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346590491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346591253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346617049
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337346619267
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337346970650
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337346973915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346976358
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346987146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337346988033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337347000529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337347001356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337347002437
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347004380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337347877061
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347878164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337347880161
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337347935379
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1337347935394
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337347937811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337348176998
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337348180076
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337348261289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337348271193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337348385766
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337348394762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337348442635
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337348445118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337348446003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337348480002
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337348482120
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337348660109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337348671348
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337348675541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337348677001
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337348722848
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337348725791
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337348820681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337349436890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337349440351
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337349464908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337349917236
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337349919014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337349920877
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337349959314
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337349962131
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337350018325
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337350020344
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337350021665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337350086186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337350087189
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337350147092
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337350148377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337350223339
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337350226528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337350716742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337350721400
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337350725848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337350852373
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337350855534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337350857536
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337350869490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337350870449
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337351167478
