what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337188607342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337188639947
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337188643521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337188706356
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337188707759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337188709354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337188715778
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337188716586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337188727126
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337188729039
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337188762764
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337188763359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337188766338
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337188773896
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337188774725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337188798369
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337188800059
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1337188844305
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337188844931
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337188847666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337188855793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337188856702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337188868081
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337188869653
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337188888662
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337188893284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337188894879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337188902369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337188903176
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337188943955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337188944887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337189596440
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337189598648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337190464393
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337190464497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337191676015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337191677238
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337191924201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337191925319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337192118768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337192118892
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337192339757
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337192433910
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337192434516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337192437233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337192445134
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1337192445161
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337192452296
